id_OTF,NameOTF,id_DTF,NameDTF,combined,OTF_Cluster,DTF_Cluster
53,Расчеты конструкций из полимерных и композиционных материалов и подготовка текстовой и графической частей рабочей или проектной документации раздела «Конструкции из полимерных и композиционных материалов»,166,Выполнение расчетов стыковых и узловых соединений строительных конструкций и выполнение текстовой и графической частей проектной или рабочей документации раздела «Конструкции из полимерных и композиционных материалов»,Расчеты конструкций из полимерных и композиционных материалов и подготовка текстовой и графической частей рабочей или проектной документации раздела «Конструкции из полимерных и композиционных материалов» Выполнение расчетов стыковых и узловых соединений строительных конструкций и выполнение текстовой и графической частей проектной или рабочей документации раздела «Конструкции из полимерных и композиционных материалов»,5,8
54,Предпроектная подготовка к проектированию раздела «Конструкции из полимерных и композиционных материалов» и разработка специальных технических условий на проектирование раздела «Конструкции из полимерных и композиционных материалов»,169,Выполнение проверочных расчетов конструкций из полимерных и композиционных материалов и разработка специальных технических условий для проектирования раздела «Конструкции из полимерных и композиционных материалов»,Предпроектная подготовка к проектированию раздела «Конструкции из полимерных и композиционных материалов» и разработка специальных технических условий на проектирование раздела «Конструкции из полимерных и композиционных материалов» Выполнение проверочных расчетов конструкций из полимерных и композиционных материалов и разработка специальных технических условий для проектирования раздела «Конструкции из полимерных и композиционных материалов»,5,10
54,Предпроектная подготовка к проектированию раздела «Конструкции из полимерных и композиционных материалов» и разработка специальных технических условий на проектирование раздела «Конструкции из полимерных и композиционных материалов»,168,"Подготовка технических заданий на проектирование и на разработку специальных технических условий, разработка вариантов решений по несущим и ограждающим конструкциям из полимерных и композиционных материалов и разработка специальных технических условий для","Предпроектная подготовка к проектированию раздела «Конструкции из полимерных и композиционных материалов» и разработка специальных технических условий на проектирование раздела «Конструкции из полимерных и композиционных материалов» Подготовка технических заданий на проектирование и на разработку специальных технических условий, разработка вариантов решений по несущим и ограждающим конструкциям из полимерных и композиционных материалов и разработка специальных технических условий для",5,10
55,Руководство проектным подразделением по подготовке проектной или рабочей документации раздела «Конструкции из полимерных и композиционных материалов»,171,Организация работы проектного подразделения по подготовке рабочей или проектной документации раздела «Конструкции из полимерных и композиционных материалов»,Руководство проектным подразделением по подготовке проектной или рабочей документации раздела «Конструкции из полимерных и композиционных материалов» Организация работы проектного подразделения по подготовке рабочей или проектной документации раздела «Конструкции из полимерных и композиционных материалов»,5,8
55,Руководство проектным подразделением по подготовке проектной или рабочей документации раздела «Конструкции из полимерных и композиционных материалов»,170,"Проверка принятых решений и осуществление авторского надзора за соблюдением утвержденных проектных решений, принятых в рабочей или проектной документации раздела «Конструкции из полимерных и композиционных материалов»","Руководство проектным подразделением по подготовке проектной или рабочей документации раздела «Конструкции из полимерных и композиционных материалов» Проверка принятых решений и осуществление авторского надзора за соблюдением утвержденных проектных решений, принятых в рабочей или проектной документации раздела «Конструкции из полимерных и композиционных материалов»",5,2
56,Подготовка текстовой и графической частей рабочей или проектной документации раздела «Конструктивные решения строительных конструкций из штучных материалов»,172,"Выполнение раздела «Общие данные», спецификаций арматурных сеток и стержней, кладочных планов и разрезов графической части документации на строительные конструкции из штучных материалов и комплектование и подготовка к выдаче комплекта проектной или рабоче","Подготовка текстовой и графической частей рабочей или проектной документации раздела «Конструктивные решения строительных конструкций из штучных материалов» Выполнение раздела «Общие данные», спецификаций арматурных сеток и стержней, кладочных планов и разрезов графической части документации на строительные конструкции из штучных материалов и комплектование и подготовка к выдаче комплекта проектной или рабоче",5,8
56,Подготовка текстовой и графической частей рабочей или проектной документации раздела «Конструктивные решения строительных конструкций из штучных материалов»,173,"Выполнение чертежей строительных конструкций из штучных материалов (кладочные планы и разрезы), расчет спецификаций сборных железобетонных конструкций в составе рабочей или проектной документации раздела «Конструктивные решения строительных конструкций из","Подготовка текстовой и графической частей рабочей или проектной документации раздела «Конструктивные решения строительных конструкций из штучных материалов» Выполнение чертежей строительных конструкций из штучных материалов (кладочные планы и разрезы), расчет спецификаций сборных железобетонных конструкций в составе рабочей или проектной документации раздела «Конструктивные решения строительных конструкций из",5,8
57,Расчеты конструкций из штучных материалов и подготовка текстовой и графической частей рабочей или проектной документации раздела «Конструктивные решения строительных конструкций из штучных материалов»,174,"Выполнение текстовой и графической частей проектной или рабочей документации раздела «Конструктивные решения строительных конструкций из штучных материалов» и выполнение расчетов конструкций из штучных материалов (стен, колонн, столбов, карнизов) по преде","Расчеты конструкций из штучных материалов и подготовка текстовой и графической частей рабочей или проектной документации раздела «Конструктивные решения строительных конструкций из штучных материалов» Выполнение текстовой и графической частей проектной или рабочей документации раздела «Конструктивные решения строительных конструкций из штучных материалов» и выполнение расчетов конструкций из штучных материалов (стен, колонн, столбов, карнизов) по преде",5,8
57,Расчеты конструкций из штучных материалов и подготовка текстовой и графической частей рабочей или проектной документации раздела «Конструктивные решения строительных конструкций из штучных материалов»,175,"Выполнение текстовой и графической частей проектной или рабочей документации раздела «Конструктивные решения строительных конструкций из штучных материалов» и выполнение расчетов конструкций из штучных материалов (стен, колонн, столбов, карнизов) по преде","Расчеты конструкций из штучных материалов и подготовка текстовой и графической частей рабочей или проектной документации раздела «Конструктивные решения строительных конструкций из штучных материалов» Выполнение текстовой и графической частей проектной или рабочей документации раздела «Конструктивные решения строительных конструкций из штучных материалов» и выполнение расчетов конструкций из штучных материалов (стен, колонн, столбов, карнизов) по преде",5,8
58,Предпроектная подготовка к проектированию раздела «Конструктивные решения» и разработка специальных технических условий на проектирование раздела «Конструктивные решения строительных конструкций из штучных материалов»,177,Выполнение проверочных расчетов и разработка специальных технических условий раздела «Конструктивные решения строительных конструкций из штучных материалов»,Предпроектная подготовка к проектированию раздела «Конструктивные решения» и разработка специальных технических условий на проектирование раздела «Конструктивные решения строительных конструкций из штучных материалов» Выполнение проверочных расчетов и разработка специальных технических условий раздела «Конструктивные решения строительных конструкций из штучных материалов»,5,10
58,Предпроектная подготовка к проектированию раздела «Конструктивные решения» и разработка специальных технических условий на проектирование раздела «Конструктивные решения строительных конструкций из штучных материалов»,176,Подготовка технических заданий на проектирование и на разработку специальных технических условий раздела «Конструктивные решения строительных конструкций из штучных материалов» и разработка вариантов решений и специальных технических условий для проектиро,Предпроектная подготовка к проектированию раздела «Конструктивные решения» и разработка специальных технических условий на проектирование раздела «Конструктивные решения строительных конструкций из штучных материалов» Подготовка технических заданий на проектирование и на разработку специальных технических условий раздела «Конструктивные решения строительных конструкций из штучных материалов» и разработка вариантов решений и специальных технических условий для проектиро,5,10
59,Руководство проектным подразделением по подготовке проектной или рабочей документации раздела «Конструктивные решения строительных конструкций из штучных материалов»,179,Организация работы проектного подразделения по подготовке рабочей или проектной документации раздела «Конструктивные решения строительных конструкций из штучных материалов»,Руководство проектным подразделением по подготовке проектной или рабочей документации раздела «Конструктивные решения строительных конструкций из штучных материалов» Организация работы проектного подразделения по подготовке рабочей или проектной документации раздела «Конструктивные решения строительных конструкций из штучных материалов»,5,8
59,Руководство проектным подразделением по подготовке проектной или рабочей документации раздела «Конструктивные решения строительных конструкций из штучных материалов»,178,"Проверка принятых решений и осуществление авторского надзора за соблюдением утвержденных проектных решений, принятых в рабочей или проектной документации раздела «Конструктивные решения строительных конструкций из штучных материалов»","Руководство проектным подразделением по подготовке проектной или рабочей документации раздела «Конструктивные решения строительных конструкций из штучных материалов» Проверка принятых решений и осуществление авторского надзора за соблюдением утвержденных проектных решений, принятых в рабочей или проектной документации раздела «Конструктивные решения строительных конструкций из штучных материалов»",5,2
60,"Подготовка проектной и рабочей документации на отдельные узлы и элементы, на планы и профили наружных сетей водоснабжения, водоотведения и канализации",180,"Подготовка проектной и рабочей документации на отдельные узлы и элементы наружных сетей водоснабжения, водоотведения и канализации на основании задания руководителя","Подготовка проектной и рабочей документации на отдельные узлы и элементы, на планы и профили наружных сетей водоснабжения, водоотведения и канализации Подготовка проектной и рабочей документации на отдельные узлы и элементы наружных сетей водоснабжения, водоотведения и канализации на основании задания руководителя",11,4
61,"Принятие основных технических решений по наружным сетям водоснабжения, водоотведения и канализации",182,"Выполнение гидравлического расчета наружных сетей водоснабжения, водоотведения и канализации","Принятие основных технических решений по наружным сетям водоснабжения, водоотведения и канализации Выполнение гидравлического расчета наружных сетей водоснабжения, водоотведения и канализации",11,4
61,"Принятие основных технических решений по наружным сетям водоснабжения, водоотведения и канализации",181,"Определение основных технических решений наружных сетей водоснабжения, водоотведения и канализации","Принятие основных технических решений по наружным сетям водоснабжения, водоотведения и канализации Определение основных технических решений наружных сетей водоснабжения, водоотведения и канализации",11,4
62,"Руководство проектным подразделением по разработке проектной и рабочей документации на наружные сети водоснабжения, водоотведения и канализации",183,"Организация работы проектного подразделения по разработке проектной и рабочей документации на наружные сети водоснабжения, водоотведения и канализации","Руководство проектным подразделением по разработке проектной и рабочей документации на наружные сети водоснабжения, водоотведения и канализации Организация работы проектного подразделения по разработке проектной и рабочей документации на наружные сети водоснабжения, водоотведения и канализации",11,4
62,"Руководство проектным подразделением по разработке проектной и рабочей документации на наружные сети водоснабжения, водоотведения и канализации",184,"Осуществление авторского надзора за соблюдением утвержденных проектных решений наружных сетей водоснабжения, водоотведения и канализации","Руководство проектным подразделением по разработке проектной и рабочей документации на наружные сети водоснабжения, водоотведения и канализации Осуществление авторского надзора за соблюдением утвержденных проектных решений наружных сетей водоснабжения, водоотведения и канализации",11,2
63,Выполнение работ по подготовке проектной продукции по отдельным узлам и элементам транспортных тоннелей,186,Выполнение графической и (или) текстовой части проектной продукции по отдельным узлам и элементам транспортных тоннелей,Выполнение работ по подготовке проектной продукции по отдельным узлам и элементам транспортных тоннелей Выполнение графической и (или) текстовой части проектной продукции по отдельным узлам и элементам транспортных тоннелей,1,11
63,Выполнение работ по подготовке проектной продукции по отдельным узлам и элементам транспортных тоннелей,185,Выполнение расчетной части проектной продукции по отдельным узлам и элементам транспортных тоннелей,Выполнение работ по подготовке проектной продукции по отдельным узлам и элементам транспортных тоннелей Выполнение расчетной части проектной продукции по отдельным узлам и элементам транспортных тоннелей,1,11
64,Выполнение работ по подготовке проектной продукции по транспортным тоннелям в целом,188,Выполнение графической и (или) текстовой части проектной продукции по транспортным тоннелям в целом,Выполнение работ по подготовке проектной продукции по транспортным тоннелям в целом Выполнение графической и (или) текстовой части проектной продукции по транспортным тоннелям в целом,1,11
64,Выполнение работ по подготовке проектной продукции по транспортным тоннелям в целом,187,Выполнение расчетной части проектной продукции по транспортным тоннелям в целом,Выполнение работ по подготовке проектной продукции по транспортным тоннелям в целом Выполнение расчетной части проектной продукции по транспортным тоннелям в целом,1,11
65,Руководство деятельностью работников или группы работников в составе подразделения по подготовке проектной продукции по транспортным тоннелям,189,Обеспечение процесса подготовки проектной продукции по транспортным тоннелям необходимыми исходными данными,Руководство деятельностью работников или группы работников в составе подразделения по подготовке проектной продукции по транспортным тоннелям Обеспечение процесса подготовки проектной продукции по транспортным тоннелям необходимыми исходными данными,1,11
65,Руководство деятельностью работников или группы работников в составе подразделения по подготовке проектной продукции по транспортным тоннелям,190,Руководство подготовкой проектной продукции и согласование проектных решений по транспортным тоннелям,Руководство деятельностью работников или группы работников в составе подразделения по подготовке проектной продукции по транспортным тоннелям Руководство подготовкой проектной продукции и согласование проектных решений по транспортным тоннелям,1,11
66,Инженерно-техническое сопровождение подготовки проектной продукции по транспортным тоннелям,192,Информационно-методическое обеспечение подготовки проектной продукции по транспортным тоннелям,Инженерно-техническое сопровождение подготовки проектной продукции по транспортным тоннелям Информационно-методическое обеспечение подготовки проектной продукции по транспортным тоннелям,1,11
66,Инженерно-техническое сопровождение подготовки проектной продукции по транспортным тоннелям,191,Экспертно-аналитическое обеспечение подготовки проектной продукции по транспортным тоннелям,Инженерно-техническое сопровождение подготовки проектной продукции по транспортным тоннелям Экспертно-аналитическое обеспечение подготовки проектной продукции по транспортным тоннелям,1,11
67,Руководство деятельностью подразделения по подготовке проектной продукции по транспортным тоннелям,193,"Организация, контроль и приемка работ по подготовке проектной продукции по транспортным тоннелям","Руководство деятельностью подразделения по подготовке проектной продукции по транспортным тоннелям Организация, контроль и приемка работ по подготовке проектной продукции по транспортным тоннелям",1,11
67,Руководство деятельностью подразделения по подготовке проектной продукции по транспортным тоннелям,194,"Осуществление авторского надзора при строительстве, капитальном ремонте и реконструкции транспортных тоннелей","Руководство деятельностью подразделения по подготовке проектной продукции по транспортным тоннелям Осуществление авторского надзора при строительстве, капитальном ремонте и реконструкции транспортных тоннелей",1,2
68,Оформление технической документации на различных стадиях разработки проекта систем противопожарной защиты,196,Оформление технического задания на разработку проекта системы противопожарной защиты объектов,Оформление технической документации на различных стадиях разработки проекта систем противопожарной защиты Оформление технического задания на разработку проекта системы противопожарной защиты объектов,6,5
68,Оформление технической документации на различных стадиях разработки проекта систем противопожарной защиты,197,Разработка проектной и рабочей документации отдельных узлов систем противопожарной защиты объектов,Оформление технической документации на различных стадиях разработки проекта систем противопожарной защиты Разработка проектной и рабочей документации отдельных узлов систем противопожарной защиты объектов,6,5
68,Оформление технической документации на различных стадиях разработки проекта систем противопожарной защиты,195,Сбор и анализ исходных данных для проектирования систем противопожарной защиты объектов,Оформление технической документации на различных стадиях разработки проекта систем противопожарной защиты Сбор и анализ исходных данных для проектирования систем противопожарной защиты объектов,6,5
69,Проектирование автоматики систем противопожарной защиты,199,Разработка электротехнической части проектной и рабочей документации систем противопожарной защиты,Проектирование автоматики систем противопожарной защиты Разработка электротехнической части проектной и рабочей документации систем противопожарной защиты,6,5
69,Проектирование автоматики систем противопожарной защиты,198,Сбор и анализ исходных данных для разработки электротехнической части проектной и рабочей документации систем противопожарной защиты,Проектирование автоматики систем противопожарной защиты Сбор и анализ исходных данных для разработки электротехнической части проектной и рабочей документации систем противопожарной защиты,6,5
70,Проектирование технологической части систем противопожарной защиты,201,Разработка технологической части проектной и рабочей документации систем противопожарной защиты,Проектирование технологической части систем противопожарной защиты Разработка технологической части проектной и рабочей документации систем противопожарной защиты,6,5
70,Проектирование технологической части систем противопожарной защиты,200,Сбор и анализ исходных данных для разработки технологической части проектной и рабочей документации систем противопожарной защиты,Проектирование технологической части систем противопожарной защиты Сбор и анализ исходных данных для разработки технологической части проектной и рабочей документации систем противопожарной защиты,6,5
71,Координация проектирования систем противопожарной защиты,205,Авторский надзор за соблюдением утвержденных проектных решений систем противопожарной защиты объектов,Координация проектирования систем противопожарной защиты Авторский надзор за соблюдением утвержденных проектных решений систем противопожарной защиты объектов,6,2
71,Координация проектирования систем противопожарной защиты,202,Определение основных технических решений систем противопожарной защиты объектов,Координация проектирования систем противопожарной защиты Определение основных технических решений систем противопожарной защиты объектов,6,5
71,Координация проектирования систем противопожарной защиты,203,Организационное сопровождение проектирования систем противопожарной защиты объектов,Координация проектирования систем противопожарной защиты Организационное сопровождение проектирования систем противопожарной защиты объектов,6,5
71,Координация проектирования систем противопожарной защиты,204,Разработка проектной и рабочей документации систем противопожарной защиты объектов,Координация проектирования систем противопожарной защиты Разработка проектной и рабочей документации систем противопожарной защиты объектов,6,5
72,Руководство проектным подразделением по разработке систем противопожарной защиты,207,Организация работы проектного подразделения по разработке систем противопожарной защиты объектов,Руководство проектным подразделением по разработке систем противопожарной защиты Организация работы проектного подразделения по разработке систем противопожарной защиты объектов,6,5
72,Руководство проектным подразделением по разработке систем противопожарной защиты,206,Разработка концепции системы противопожарной защиты объектов,Руководство проектным подразделением по разработке систем противопожарной защиты Разработка концепции системы противопожарной защиты объектов,6,5
73,"Подготовка материалов и документов, необходимых для начала реализации инвестиционно-строительного проекта, информирование застройщика о ходе реализации проекта",210,Подготовка и заключение договоров подключения (технологического присоединения) объектов капитального строительства к сетям инженерно-технического обеспечения зданий и сооружений,"Подготовка материалов и документов, необходимых для начала реализации инвестиционно-строительного проекта, информирование застройщика о ходе реализации проекта Подготовка и заключение договоров подключения (технологического присоединения) объектов капитального строительства к сетям инженерно-технического обеспечения зданий и сооружений",2,5
73,"Подготовка материалов и документов, необходимых для начала реализации инвестиционно-строительного проекта, информирование застройщика о ходе реализации проекта",209,"Подготовка, получение и представление градостроительной документации, исходных и разрешительных документов (материалов)","Подготовка материалов и документов, необходимых для начала реализации инвестиционно-строительного проекта, информирование застройщика о ходе реализации проекта Подготовка, получение и представление градостроительной документации, исходных и разрешительных документов (материалов)",2,5
73,"Подготовка материалов и документов, необходимых для начала реализации инвестиционно-строительного проекта, информирование застройщика о ходе реализации проекта",208,Разработка документов для планирования возможности реализации инвестиционно-строительного проекта,"Подготовка материалов и документов, необходимых для начала реализации инвестиционно-строительного проекта, информирование застройщика о ходе реализации проекта Разработка документов для планирования возможности реализации инвестиционно-строительного проекта",2,5
73,"Подготовка материалов и документов, необходимых для начала реализации инвестиционно-строительного проекта, информирование застройщика о ходе реализации проекта",211,"Сопровождение деятельности по получению заключения о достоверности определения сметной стоимости объекта, экспертизы проектной документации и результатов инженерных изысканий","Подготовка материалов и документов, необходимых для начала реализации инвестиционно-строительного проекта, информирование застройщика о ходе реализации проекта Сопровождение деятельности по получению заключения о достоверности определения сметной стоимости объекта, экспертизы проектной документации и результатов инженерных изысканий",2,5
